ts	p	f	e	r	c	l	ec	ep	infap	infaf	infbp	infbf	noInf	app	apf	ppp	ppf	psp	psf	ssp	ssf	tppp	tppf	prp	prf	pprtp	pprtf	shortIntrans	noOo	sepOo	separationAtP	separationAtF	diacExcept	a
1713865812265	درآمد کول	daraamad kawúl	to import		v. dyn./stat. comp. trans.	1713865808769	import																										TRUE	3
1713865883697	قدر و قیمت	qadr-U-qeemát	value, importance		n. m.																													3
1713877504688	لاګو	laagóo	applied, applicable, enforced, imposed		adj.																													2
1713866034184	لاګو کول	laagoo kawúl	to impose, apply, enforce		v. stat. comp. trans.	1713877504688	impose																											3
1713866095528	راښکونکی	raaxkóonkay	attractive, charming		adj.																													3
1713866136312	نه کېدونکی	nu kedóonkay	impossible		adj.																													3
1713866151640	ناممکنه	naamUmkína	impossible		adj.																													3
1713866592727	ښه والی	xu wáalay	goodness, wellness, improvement		n. m.																													3
1713866635009	ناقابلیت	naaqaabiliyát	inability, lack of qualification		n. m.																													3
1713866722508	نالایق	naalaayíq	incapable, unfit, incompetent		adj.																													3
1713867186701	نالایقه	naalaayíqa	incapable, unfit, incompetent		adj.																													3
1713866801452	نا اهله	naa áhla	incapable, unfit, incompetent		adj.																													3
1713867101459	انچ	inch	inch		n. m.																													3
1713867896748	خود غرضه	khood gharáza	selfish (خود غرض)		adj.																													3
1713877557065	مشتعل	mUshtá'il, mUshtál	provoked, inticed, inflammed		adj.																													2
1713867973534	مشتعل کول	mUshta'il kawúl	to intice, inflame, provoke		v. stat. comp. trans.	1713877557065	intice																											3
1713868315127	بې مثاله	be misáala	incomparable, one-of-a-kind		adj.																													3
1713868374759	الټه	UlTá	upside down, backwards, in reverse, incompatible		adj.																													1
1713868414394	ناقابله	naaqaabíla	incapable, unfit, incompetent		adj.																													3
1713868433686	ناقابل	naaqaabíl	incapable, unfit, incompetent		adj.																													3
1713869075467	نامکمله	naamUkamála	incomplete, imperfect		adj.																													1
1713871210150	تکلیف ورکوونکی	takleef warkawóonkay	bothersome, inconvenient, annoying		adj.								TRUE																					3
1713871130398	بې حیا	be hayáa	immodest, indecent, shameless		adj.								TRUE																					3
1713871169620	بې شرمه	be shárma	shameless, impudent, immodest		adj.																													3
1713871225397	خپلواکه	khpulwáaka	independant, autonomous (خپلواک)		adj.																													3
1713871270608	په یوازې	pu yawáaze, pu yowáaze	alone		adv.																													3
1713871305416	مسواکه ګوته	maswáaka gwúta, mUswáaka gwúta	index finger		n. f.																													3
1713872876754	هندوستاني	hindoostaanée	Indian		adj.																													3
1713871595532	بې رخي	be rUkhée	indifference, lack of concern or care		n. f.																													3
1713871695894	بد هضمي	bad hazmée	indigestion		n. f.																													3
1713871729279	بې شعوره	be shU'óora	unaware, indiscreet, unthinking		adj.																													3
1732261105388	بې شعوري	be shU'oorée	lack of awareness, lack of thinking, lack of discretion		n. f.																													2
1713871921913	ځان ځان له	dzaan dzaan la	individually, on one's own		adv.																													3
1713871884761	یو په یو	yo pu yo	individually, one-by-one		adv.																													3
1713873026661	پیاده فوځ	pyaada fodz, pyaada faudz	infantry		n. m.																													3
1713873062711	دیوانه	deewaaná	crazy, mad, infatuated		adj.																													3
1713873157716	وبایي	wabaayée	infectious		adj.																													3
1713873273518	لامحدود	laamahdóod	infinite, unlimited, without limit		adj.																													3
1713873352634	ناپایدار	naapaaydáar	short-lived, unsustainable, unstable		adj.																													3
1713873614217	په ذاتي طور	pu zaatee tor, pu zaatee taur	individually, personally		adv.																													3
1713875070149	ګراني	graanée	inflation, expensiveness, high cost of living		n. f.																													3
1713875134961	زخمي کول	zakhmee kawúl	to wound		v. stat. comp. trans.	1527811628	wound																											3
1713875138390	زخمي کېدل	zakhmee kedúl	to be wounded		v. stat. comp. intrans.	1527811628	be	wounded																										2
1713875209166	اثر و رسوخ	asar-U-rUsóokh, asar-U-rusóokh	influence		n. m.																													3
1713875270122	غیر رسمي	ghayr-e-rasmée, ghayr rasmée	informal, unofficial		adj.																													3
1713875354542	کمالي	kamaalée	ingenious, inspired		adj.																													3
1713875374058	حکمتي	hikmatée	wise, ingenious		adj.																													1
1713875494339	ناشکري	naashUkrée	ingratitude		n. f.																													3
1713875577802	باشنده	baashindá	inhabitant, resident																															3
1713875714805	رکاوټ	rUkaawáT	hinderance, opposition, inhibition		n. m.																													1
1713875761838	ناترسه	naatúrsa	inhuman, unfeeling		adj.																													3
1713878866656	نا انصافي	naa insaafée	injustice, unfairness		n. f.																													3
1713878908096	سیاهي	siyaahée, sayaahée	ink, blackness		n. f.																													3
1713879009604	دننی	dununáy	interior, inland, inside		adj.																													3
1713879178019	انکوایري	inkwaayrée	inquiry, investigation		n. f.																													2
1713879182739	انکوایري کول	inkwaayrée kawúl	to inquire, investigate		v. dyn. comp. trans.	1713879178019	inquire																											3
1713879243727	پاګلتوب	paagiltób	insanity, craziness		n. m.																													3
1713879279481	حشارت کش دوایي	hashaarat kÚsh dawaayée	insecticide		n. f.																													3
1713879321289	بې حفاظته	be hifaazáta	insecure, defenceless		adj.																													3
1713879393614	لټون کوونکی	laToon kawóonkay	inquisitive, searcher		adj. / n. m. anim. unisex																													3
1713880283133	نزول	nUzóol, nuzóol	descent, alighting, inspiration, coming down		n. m.																													3
1713880615277	ترجمه کوونکی	tarjUma kawóonkay	translator		n. m. anim. unisex																													3
1713880690011	مزیدار	mazeedáar	delicious		adj.																													3
1713880808276	دانشور	daanishwár	intellectual		n. m. anim. unisex																													3
1713880970471	بین الاقوامي	bayn Ulaqwaamée	international (Urdu)		adj.																												TRUE	3
1713986746590	بوزه	bozá	the opposite of fasting, not fasting																															2
1714028267957	د ... په بدل	du ... pu badál	in place, in response		adv. sand.																													3
1714027636820	بسته	basta	closed		adj.																													
1714027694478	خپرندوی	khparundóoy	publisher; publishing		n. m. anim. unisex / adj.																													2
1714027970235	منځګړیتوب	mandzguReetób	mediation, intercession		n. m.																													3
1714028487326	منځګړیتوب کول	mandzguReetób kawúl	to mediate, intercede		v. dyn. comp. trans.	1714027970235	mediate																											3
1714027975664	مېنځګړیتوب	mendzguReetób	mediation, intercession		n. m.																													2
